Revista;Publisher;DOI;Proprietary Identifier;Print ISSN;Online ISSN;10-2018;11-2018;12-2018;01-2019;02-2019;03-2019;Archivo;Usuario;Recurso
Global Ecology and Conservation;Elsevier; ;GECCO;2351-9894;;0;2;66;5;2;5;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
International Journal of Women's Dermatology;Elsevier; ;IJWD;2352-6475;;0;0;1;11;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Functional Foods;Elsevier; ;JFF;1756-4646;;0;0;0;2;5;5;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Orthopaedics & Traumatology: Surgery & Research;Elsevier; ;OTSR;1877-0568;;0;0;3;7;0;5;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Revista Argentina de Radiología;Elsevier; ;RARD;0048-7619;1852-9992;0;0;0;5;4;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Revista Chilena de Pediatría;Elsevier; ;;0370-4106;0717-6228;0;4;1;8;3;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Revista Portuguesa de Pneumologia;Elsevier; ;RPPNEU;0873-2159;;0;0;0;2;10;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Rhizosphere;Elsevier; ;RHISPH;2452-2198;2452-2198;0;0;0;12;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
World Development;Elsevier; ;WD;0305-750X;1873-5991;2;5;0;9;2;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Anales de Pediatría;Elsevier; ;ANPEDI;1695-4033;1695-9531;0;0;3;8;1;2;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Cell;Elsevier; ;CELL;0092-8674;1097-4172;0;1;4;11;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Child Abuse & Neglect;Elsevier; ;CHIABU;0145-2134;1873-7757;0;4;0;10;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Engineering Failure Analysis;Elsevier; ;EFA;1350-6307;;0;0;0;0;3;8;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Forest Policy and Economics;Elsevier; ;FORPOL;1389-9341;;0;0;0;9;2;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Geoderma;Elsevier; ;GEODER;0016-7061;;0;0;0;0;4;7;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Global Environmental Change;Elsevier; ;JGEC;0959-3780;;0;3;0;7;4;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Infection, Genetics and Evolution;Elsevier; ;MEEGID;1567-1348;1567-7257;0;3;2;0;3;8;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Analytical and Applied Pyrolysis;Elsevier; ;JAAP;0165-2370;;0;0;0;1;5;5;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Global Antimicrobial Resistance;Elsevier; ;JGAR;2213-7165;2213-7173;0;0;0;0;0;11;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Pharmaceutical and Biomedical Analysis;Elsevier; ;PBA;0731-7085;1873-264X;0;8;2;1;7;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Public Relations Review;Elsevier; ;PUBREL;0363-8111;;0;0;0;0;11;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Revista de Gastroenterología de México;Elsevier; ;RGMX;0375-0906;;0;7;4;4;5;2;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
The Lancet Infectious Diseases;Elsevier; ;LANINF;1473-3099;1474-4457;0;2;0;5;3;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Trends in Ecology & Evolution;Elsevier; ;TREE;0169-5347;;0;16;5;3;3;5;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Animal Behaviour;Elsevier; ;YANBE;0003-3472;;0;0;0;0;8;2;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Aquatic Procedia;Elsevier; ;AQPRO;2214-241X;2214-241X;0;0;2;7;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Automation in Construction;Elsevier; ;AUTCON;0926-5805;;0;0;0;9;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Biocatalysis and Agricultural Biotechnology;Elsevier; ;BCAB;1878-8181;1878-8181;0;0;0;4;6;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Current Opinion in Food Science;Elsevier; ;COFS;2214-7993;;0;8;0;0;5;5;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Macroeconomics;Elsevier; ;JMACRO;0164-0704;;0;0;0;10;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Petroleum Science and Engineering;Elsevier; ;PETROL;0920-4105;;0;0;0;4;6;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Quaternary Science Reviews;Elsevier; ;JQSR;0277-3791;;0;0;2;7;0;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Revista Mexicana de Biodiversidad;Elsevier; ;RMB;1870-3453;;1;8;3;5;2;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Seminars in Ultrasound, CT and MRI;Elsevier; ;YSULT;0887-2171;1558-5034;0;0;0;1;6;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Soil Biology and Biochemistry;Elsevier; ;SBB;0038-0717;;0;1;0;2;1;7;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Water Research;Elsevier; ;WR;0043-1354;1879-2448;0;2;0;1;9;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Annals of Agrarian Science;Elsevier; ;AASCI;1512-1887;;0;0;0;0;9;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Applied Soil Ecology;Elsevier; ;APSOIL;0929-1393;;0;2;0;9;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Biomedicine & Pharmacotherapy;Elsevier; ;BIOPHA;0753-3322;1950-6007;0;7;2;3;4;2;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Children and Youth Services Review;Elsevier; ;CYSR;0190-7409;;0;0;0;9;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Ecological Economics;Elsevier; ;ECOLEC;0921-8009;;0;3;0;8;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Educación Química;Elsevier; ;;0187-893X;1870-8404;0;2;0;0;3;6;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Electronic Commerce Research and Applications;Elsevier; ;ELERAP;1567-4223;;0;0;6;0;6;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Engineering Applications of Artificial Intelligence;Elsevier; ;EAAI;0952-1976;;0;0;1;2;3;4;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Fuel Processing Technology;Elsevier; ;FUPROC;0378-3820;;0;0;0;1;0;8;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
International Journal of Educational Development;Elsevier; ;EDEV;0738-0593;;0;0;0;0;2;7;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Investigación Bibliotecológica: Archivonomía, Bibliotecología e Información;Elsevier; ;IBBAI;0187-358X;;0;1;0;5;4;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Affective Disorders;Elsevier; ;JAD;0165-0327;1573-2517;0;0;4;6;2;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Business Research;Elsevier; ;JBR;0148-2963;;0;0;103;0;8;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Hepatology;Elsevier; ;JHEPAT;0168-8278;1600-0641;0;0;1;8;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Marine Genomics;Elsevier; ;MARGEN;1874-7787;;0;0;3;0;3;6;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
New Biotechnology;Elsevier; ;NBT;1871-6784;1876-4347;0;0;0;0;0;9;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Perinatología y Reproducción Humana;Elsevier; ;RPRH;0187-5337;;0;6;9;6;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Pharmacology Biochemistry and Behavior;Elsevier; ;PBB;0091-3057;1873-5177;0;0;0;3;6;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Physical Therapy in Sport;Elsevier; ;YPTSP;1466-853X;1873-1600;0;0;0;9;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Postharvest Biology and Technology;Elsevier; ;POSTEC;0925-5214;;0;0;0;0;5;4;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Procedia Environmental Sciences;Elsevier; ;PROENV;1878-0296;1878-0296;0;0;1;4;3;2;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Psicología Educativa;Elsevier; ;PSE;1135-755X;2174-0526;0;0;0;3;3;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Radiology Case Reports;Elsevier; ;RADCR;1930-0433;;0;0;0;8;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Revista Argentina de Microbiología;Elsevier; ;RAM;0325-7541;;0;7;2;9;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Revista Mexicana de Ciencias Políticas y Sociales;Elsevier; ;RMCPS;0185-1918;;0;0;1;4;3;2;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
The Lancet Public Health;Elsevier; ;LANPUB;2468-2667;;0;0;0;3;2;4;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
American Journal of Kidney Diseases;Elsevier; ;YAJKD;0272-6386;1523-6838;0;0;4;6;2;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Aquatic Toxicology;Elsevier; ;AQTOX;0166-445X;1879-1514;2;0;0;5;2;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Behaviour Research and Therapy;Elsevier; ;BRT;0005-7967;1873-622X;0;0;5;0;7;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Clinical Microbiology and Infection;Elsevier; ;CMI;1198-743X;1469-0691;0;12;3;4;3;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Computers & Security;Elsevier; ;COSE;0167-4048;;0;0;0;0;0;8;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Cuadernos de Economía y Dirección de la Empresa;Elsevier; ;BRQ;1138-5758;;0;0;0;1;2;5;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Data in Brief;Elsevier; ;DIB;2352-3409;2352-3409;5;0;4;0;4;4;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Energy Procedia;Elsevier; ;EGYPRO;1876-6102;;0;8;0;2;2;4;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
IFAC-PapersOnLine;Elsevier; ;IFACOL;2405-8963;;0;0;0;8;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
International Journal of Information Management;Elsevier; ;JJIM;0268-4012;;0;0;3;0;5;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
International Journal of Surgery;Elsevier; ;IJSU;1743-9191;1743-9159;0;1;1;5;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Genetic Engineering and Biotechnology;Elsevier; ;JGEB;1687-157X;2090-5920;0;0;0;0;7;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Microbiological Methods;Elsevier; ;MIMET;0167-7012;1872-8359;0;2;0;0;7;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Pharmaceutical Analysis;Elsevier; ;JPHA;2095-1779;;0;0;0;1;6;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Marine Geology;Elsevier; ;MARGO;0025-3227;;0;0;0;0;0;8;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Materials Letters;Elsevier; ;MLBLUE;0167-577X;1873-4979;0;0;0;2;6;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Medical Journal Armed Forces India;Elsevier; ;MJAFI;0377-1237;2213-4743;0;1;0;1;2;5;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Osong Public Health and Research Perspectives;Elsevier; ;PHRP;2210-9099;2210-9110;0;0;0;1;4;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Polymer Testing;Elsevier; ;POTE;0142-9418;;0;0;0;2;6;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Revista del Pie y Tobillo;Elsevier; ;RPTOB;1697-2198;2173-2949;0;0;0;6;0;2;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Revista Latinoamericana de Derecho Social;Elsevier; ;RLDS;1870-4670;2448-7899;0;0;1;4;4;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Saudi Journal of Biological Sciences;Elsevier; ;SJBS;1319-562X;;1;0;0;5;2;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Schizophrenia Research;Elsevier; ;SCHRES;0920-9964;1573-2509;0;1;0;0;0;8;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Soil Dynamics and Earthquake Engineering;Elsevier; ;SDEE;0267-7261;;0;0;0;5;0;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
The American Journal of Pathology;Elsevier; ;AJPA;0002-9440;1525-2191;0;0;0;5;2;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
The Egyptian Journal of Remote Sensing and Space Science;Elsevier; ;EJRS;1110-9823;2090-2476;0;0;0;0;8;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Toxicology Letters;Elsevier; ;TOXLET;0378-4274;1879-3169;1;1;0;0;2;6;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
World Neurosurgery;Elsevier; ;WNEU;1878-8750;1878-8769;0;0;17;3;3;2;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Atención Familiar;Elsevier; ;AF;1405-8871;1405-8871;0;0;0;3;0;4;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Biocybernetics and Biomedical Engineering;Elsevier; ;BBE;0208-5216;;0;0;0;0;5;2;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Biological Psychiatry;Elsevier; ;BPS;0006-3223;1873-2402;0;1;0;5;2;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Bioresource Technology Reports;Elsevier; ;BITEB;2589-014X;;0;0;0;0;1;6;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Computers & Geosciences;Elsevier; ;CAGEO;0098-3004;;0;2;0;5;0;2;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Construction and Building Materials;Elsevier; ;JCBM;0950-0618;;0;0;0;3;4;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Diabetes Research and Clinical Practice;Elsevier; ;DIAB;0168-8227;1872-8227;0;4;0;0;7;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Diagnostic Microbiology and Infectious Disease;Elsevier; ;DMB;0732-8893;1879-0070;0;0;9;0;7;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Ecological Complexity;Elsevier; ;ECOCOM;1476-945X;;0;0;0;0;2;5;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Egyptian Informatics Journal;Elsevier; ;EIJ;1110-8665;;0;0;0;0;7;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Environmental Toxicology and Pharmacology;Elsevier; ;ENVTOX;1382-6689;1872-7077;0;3;0;0;7;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
European Journal of Obstetrics & Gynecology and Reproductive Biology;Elsevier; ;EURO;0301-2115;1872-7654;0;0;0;7;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
European Journal of Protistology;Elsevier; ;EJOP;0932-4739;1618-0429;0;0;2;7;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
International Biodeterioration & Biodegradation;Elsevier; ;INBI;0964-8305;;0;0;0;0;7;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
International Journal of Gastronomy and Food Science;Elsevier; ;IJGFS;1878-450X;1878-4518;0;0;0;0;0;7;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
International Journal of Project Management;Elsevier; ;JPMA;0263-7863;;0;0;0;6;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Hand Therapy;Elsevier; ;HANTHE;0894-1130;1545-004X;0;0;1;0;0;7;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Orthopaedics;Elsevier; ;JOR;0972-978X;;0;0;0;7;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Shoulder and Elbow Surgery;Elsevier; ;YMSE;1058-2746;1532-6500;0;0;0;0;0;7;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Measurement;Elsevier; ;MEASUR;0263-2241;;0;1;0;0;0;7;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Microporous and Mesoporous Materials;Elsevier; ;MICMAT;1387-1811;;0;0;0;7;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Multiple Sclerosis and Related Disorders;Elsevier; ;MSARD;2211-0348;2211-0356;0;0;0;0;4;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Ocean & Coastal Management;Elsevier; ;OCMA;0964-5691;;0;3;1;5;2;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Psychiatry Research;Elsevier; ;PSY;0165-1781;1872-7123;0;1;15;3;2;2;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Remote Sensing Applications: Society and Environment;Elsevier; ;RSASE;2352-9385;;0;1;0;0;6;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Resuscitation;Elsevier; ;RESUS;0300-9572;1873-1570;0;0;2;2;5;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Seminars in Fetal and Neonatal Medicine;Elsevier; ;SFNM;1744-165X;1878-0946;0;0;0;0;7;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Solid Earth Sciences;Elsevier; ;SESCI;2451-912X;2451-912X;0;0;0;1;0;6;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
The Journal of Molecular Diagnostics;Elsevier; ;JMDI;1525-1578;1943-7811;0;0;0;6;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Transportation Research Part D: Transport and Environment;Elsevier; ;TRD;1361-9209;;0;0;0;1;4;2;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Trends in Cognitive Sciences;Elsevier; ;TICS;1364-6613;1879-307X;0;0;0;1;6;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Trends in Microbiology;Elsevier; ;TIMI;0966-842X;1878-4380;0;2;0;3;0;4;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Trends in Parasitology;Elsevier; ;TREPAR;1471-4922;1471-5007;0;0;0;5;2;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Annals of Medicine and Surgery;Elsevier; ;AMSU;2049-0801;;0;0;2;2;2;2;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Applied Geography;Elsevier; ;JAPG;0143-6228;;2;0;3;0;6;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Applied Soft Computing;Elsevier; ;ASOC;1568-4946;;0;2;0;3;0;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Aquaculture Reports;Elsevier; ;AQREP;2352-5134;2352-5134;0;1;0;2;1;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Biochemical and Biophysical Research Communications;Elsevier; ;YBBRC;0006-291X;1090-2104;0;0;1;5;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Brazilian Journal of Otorhinolaryngology;Elsevier; ;BJORL;1808-8694;1808-8686;0;2;0;2;4;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Comparative Biochemistry and Physiology Part D: Genomics and Proteomics;Elsevier; ;CBD;1744-117X;1878-0407;0;0;0;0;2;4;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Contaduría y Administración;Elsevier; ;CYA;0186-1042;;0;24;1;2;1;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Coordination Chemistry Reviews;Elsevier; ;CCR;0010-8545;;0;0;0;2;0;4;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Cryobiology;Elsevier; ;YCRYO;0011-2240;1090-2392;0;0;0;0;0;6;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Economía Informa;Elsevier; ;ECIN;0185-0849;0185-0849;0;6;1;0;5;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
European Research on Management and Business Economics;Elsevier; ;IEDEEN;2444-8834;;0;0;0;3;0;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
International Journal for Parasitology;Elsevier; ;PARA;0020-7519;1879-0135;0;2;0;0;0;6;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Innovation & Knowledge;Elsevier; ;JIK;2444-569X;;0;4;0;0;0;6;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Integrative Agriculture;Elsevier; ;JIA;2095-3119;;0;2;0;6;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Microbial Pathogenesis;Elsevier; ;YMPAT;0882-4010;1096-1208;0;4;4;1;1;4;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Microbiological Research;Elsevier; ;MICRES;0944-5013;;0;0;0;0;6;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Neuropharmacology;Elsevier; ;NP;0028-3908;1873-7064;0;3;0;3;2;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
